,Unnamed: 0,normalization,standardization,image_type,channel_image,image_resize_x,image_resize_y,Image_path,mean_stat,std_stat,skewness_stat,kurtosis_stat,entropy_stat,gini_coefficient
179,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,681.586669921875,73.46700286865234,1.4903615713119507,1.751720408262214,11.368579864501953,0.05520855628714954
180,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,689.7821044921875,78.03137969970703,1.3398678302764893,0.9883620352793092,11.367999076843262,0.058600022735152316
181,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,682.98779296875,75.6357650756836,1.383041262626648,1.1676623045211247,11.36825942993164,0.057091027096273186
182,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,694.3948364257812,79.12359619140625,0.9752443432807922,0.30749335419997115,11.367830276489258,0.061786596424253
183,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,689.200439453125,77.86399841308594,0.9983446598052979,0.38934245171654336,11.367939949035645,0.06111865378400447
184,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,688.501953125,76.26277160644531,1.3139011859893799,1.123356866771906,11.368242263793945,0.057723184777354095
185,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,682.8079223632812,75.37094116210938,1.3766850233078003,1.3451106866224993,11.368290901184082,0.057099111297106965
186,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,693.0819091796875,76.29285430908203,1.0111041069030762,0.5053792817786262,11.368250846862793,0.0598219716187145
187,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,688.0762939453125,75.7343521118164,1.0851242542266846,0.7810711083658148,11.368266105651855,0.05943554360796082
188,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,684.0012817382812,73.05657958984375,1.2923977375030518,1.4510905635416655,11.36863899230957,0.0562372976179956
189,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,678.83154296875,72.31765747070312,1.360575795173645,1.7434224676465515,11.368677139282227,0.05571574853876939
190,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,686.0809936523438,74.99031066894531,1.2411316633224487,1.145278786510052,11.368376731872559,0.057483495876355005
191,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,680.1546020507812,73.48741912841797,1.2524975538253784,1.2360089009538413,11.368507385253906,0.05673437981167065
192,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,688.8375244140625,76.2789077758789,0.9435514211654663,0.538275422209924,11.36816692352295,0.05994428902991085
193,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,684.539794921875,75.39956665039062,0.930299699306488,0.5268931399365324,11.36822509765625,0.05964795270968047
194,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,683.9423217773438,73.46311950683594,1.2641345262527466,1.383137052089788,11.368573188781738,0.056454209603199
195,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,679.1343383789062,73.30538940429688,1.3031500577926636,1.5349215626161588,11.368526458740234,0.05647368028096055
196,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,686.9820556640625,73.7456283569336,0.9829837679862976,0.8214333894255725,11.368526458740234,0.05820767532396157
197,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,682.9835815429688,73.67224884033203,1.029604434967041,1.0113391914292649,11.368480682373047,0.05824735392502918
