,Image_path,filename,type,folder,habitat,color_control,tv_loss,layers,sex,fish_n,species,img_width,img_height,image_extension
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,BOULDERxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDER,ON,ON,All_layers,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDERxSAND,OFF,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,OFF,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,ON,ON,All_layers,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,OFF,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDER,ON,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDERxSAND,OFF,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,PLANTSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,PLANTS,OFF,ON,All_layers,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,BOULDERxSANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDERxSAND,ON,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,ON,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,ON,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,PLANTS,OFF,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDERxSAND,OFF,ON,All_layers,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,SAND,ON,ON,All_layers,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,OFF,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDERxSAND,ON,ON,All_layers,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH09_cropped_3000x1000_CAER_REDR_M09.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH09_cropped_3000x1000_CAER_REDR_M09.jpg,FISH09_cropped_3000x1000_CAER_REDR_M09.jpg,original fish,FISH_images,,,,,M,09,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH02_cropped_3000x1000_CAER_REDR_M02.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH02_cropped_3000x1000_CAER_REDR_M02.jpg,FISH02_cropped_3000x1000_CAER_REDR_M02.jpg,original fish,FISH_images,,,,,M,02,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH06_cropped_3000x1000_CAER_REDR_M06.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH06_cropped_3000x1000_CAER_REDR_M06.jpg,FISH06_cropped_3000x1000_CAER_REDR_M06.jpg,original fish,FISH_images,,,,,M,06,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH07_cropped_3000x1000_CAER_REDR_M07.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH07_cropped_3000x1000_CAER_REDR_M07.jpg,FISH07_cropped_3000x1000_CAER_REDR_M07.jpg,original fish,FISH_images,,,,,M,07,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH08_cropped_3000x1000_CAER_REDR_M08.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH08_cropped_3000x1000_CAER_REDR_M08.jpg,FISH08_cropped_3000x1000_CAER_REDR_M08.jpg,original fish,FISH_images,,,,,M,08,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH03_cropped_3000x1000_CAER_REDR_M03.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH03_cropped_3000x1000_CAER_REDR_M03.jpg,FISH03_cropped_3000x1000_CAER_REDR_M03.jpg,original fish,FISH_images,,,,,M,03,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH10_cropped_3000x1000_CAER_REDR_M10.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH10_cropped_3000x1000_CAER_REDR_M10.jpg,FISH10_cropped_3000x1000_CAER_REDR_M10.jpg,original fish,FISH_images,,,,,M,10,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH04_cropped_3000x1000_CAER_REDR_M04.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH04_cropped_3000x1000_CAER_REDR_M04.jpg,FISH04_cropped_3000x1000_CAER_REDR_M04.jpg,original fish,FISH_images,,,,,M,04,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH01_cropped_3000x1000_CAER_REDR_M01.jpg,/home/durrmeyer/Images/StyleTransferImages/FISH_images/FISH01_cropped_3000x1000_CAER_REDR_M01.jpg,FISH01_cropped_3000x1000_CAER_REDR_M01.jpg,original fish,FISH_images,,,,,M,01,CAER,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,habitat,HABITAT_images,GRAVELxALGAE,,,,,,,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,habitat,HABITAT_images,BOULDER,,,,,,,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,habitat,HABITAT_images,BOULDERxSAND,,,,,,,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVEL_cropped_3000x1000_middle_tt_resized_div1_5_52A5680defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVEL_cropped_3000x1000_middle_tt_resized_div1_5_52A5680defWB.jpg,GRAVEL_cropped_3000x1000_middle_tt_resized_div1_5_52A5680defWB.jpg,habitat,HABITAT_images,GRAVEL,,,,,,,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,habitat,HABITAT_images,GRAVELxFLOOR,,,,,,,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/PLANTS_cropped_3000x1000_middle_tt_resized_div1_5_52A5711defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/PLANTS_cropped_3000x1000_middle_tt_resized_div1_5_52A5711defWB.jpg,PLANTS_cropped_3000x1000_middle_tt_resized_div1_5_52A5711defWB.jpg,habitat,HABITAT_images,PLANTS,,,,,,,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/DETRITUS_cropped_3000x1000_middle_tt_resized_div1_5_52A7724defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/DETRITUS_cropped_3000x1000_middle_tt_resized_div1_5_52A7724defWB.jpg,DETRITUS_cropped_3000x1000_middle_tt_resized_div1_5_52A7724defWB.jpg,habitat,HABITAT_images,DETRITUS,,,,,,,3000,1000,.jpg
/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/SAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6208defWB.jpg,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/SAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6208defWB.jpg,SAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6208defWB.jpg,habitat,HABITAT_images,SAND,,,,,,,3000,1000,.jpg
