species,animal,habitat,sex,slope,site
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0004142547455697,BARR
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.999978630333605,BARR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4236823128993947,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1991213096524813,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3169655101339095,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.500663174343542,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.349251084959448,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4540345293248316,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3410401324646015,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1933093207935954,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.5463050966914142,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.5859636780502964,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.707894873195657,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.717409381624085,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.581547552585691,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.734910750167375,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.027847271571163,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.165187742756401,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2249749793744398,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.523554695356421,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4875322313387596,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.296104458184844,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1278063259539937,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.382216080918508,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.126997576067512,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1665384720241807,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4599715592833906,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2640069527647726,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.6548542461304057,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.522405822908055,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4444303788332755,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3530679728043835,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2462181688864074,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.020591743321379,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.521077691984239,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.5296274123957216,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.328091831207609,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2885052878355108,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.190957292191016,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1181107479938386,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.424298004955455,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.292283109256717,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1255293045582984,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.285598619138921,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.3391999409497837,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.344757623411251,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1087802100780904,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9512013829970174,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.228829396837639,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1837528075214983,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0486081672388807,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.101191628628468,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.4503749252728366,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2161194814796543,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.7298038760853127,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1937419635589337,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.3602973190048484,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.376572521461409,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.906749071433112,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.248217111830188,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.342396294180362,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.3690555685627017,EFBR
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.6509761176891122,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1902708429719793,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.024325005149252,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.039472372868,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1243137290594443,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3628807019663203,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3518816821626904,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.297263715129805,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2717875594932533,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3650954491064504,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.6517241679609738,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3675011046299574,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1940858967787524,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3877237025951397,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3968033377638522,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4995568868478224,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.6157226193090684,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4195085369285096,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4442520632844835,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.276133506266437,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2214988996178264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.118433200917011,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1804630215709975,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4794967591681343,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.3317987658753325,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0944060967124667,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.3154253358963484,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.365556489673319,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.916988066152209,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.896051269695905,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.053151145731704,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.304432709923583,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0508998906618197,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0447270478734954,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.357881622863521,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.166731793876712,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.5899617591820214,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.056455734970266,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2365309431441682,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.062459282338799,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.086204437251932,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.7730887680266325,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1608424077744166,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.8432919996378123,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1090870254137313,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0747278553687103,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.139007289580449,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2691727621780777,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.015837942246597,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2191394864473484,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.648941363898424,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9188289279198196,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.154398711640129,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2395931040271493,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.339139527617847,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.5259459865866654,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.006395291650497,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.779320186516676,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.047019296314425,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.7800080359452988,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.6100831875545234,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.2030945004663804,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4203946821288214,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.192415029652995,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.6540751426862625,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.7634660115704897,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.664084881842342,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.565977161347045,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3165789407215116,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.495304696743162,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4109051750827333,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1105992716411346,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2300290380542154,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.1696477299854124,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.9134786733885933,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.9965917487427265,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4586776730241544,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.4057536783982845,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3248033716902063,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.151175704010919,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.408194691231471,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3111572269473433,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.444218947567915,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.553990793283586,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.7109452773808793,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.7040586977382426,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0606180275686707,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.3467262586985136,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.025961722607249,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.850213172764151,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.7650773007619387,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.8770135734962463,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0717392639902386,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9526043441397363,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.7813134887882334,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.827235576662921,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.7825085635670974,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9283948201645535,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.916640532892705,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.500796453114072,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.8876231106031507,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.575063849667801,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1215886265713513,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1088097270774884,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9403166691258535,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0082783321578255,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.088935325748269,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.87207540436044,TRCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.896530888525369,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.2393998977493794,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.923899437586735,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.9911799365619918,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.497514786225397,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.119138572142806,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.856230325515808,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.2430175277725706,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.1415312571255187,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.1052296014877947,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.007898266888156,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.041539621428045,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.7895463716433553,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.8322326366381274,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.0321667671818138,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.6703547559022147,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.779185146208973,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.311958512096474,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.975603859264168,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.4709690131203836,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.7648343511782985,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.6480234563323912,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.1621109238033105,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.3258017781567784,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.893685070943196,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.7714483102799314,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.7381122309326753,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.799387476822982,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.955171990140773,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.0106664726032593,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.3963836823939886,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.7604679098516556,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9791524932421978,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.6946226508680886,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.898410298887311,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9252330518818503,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.0306407994861164,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.1715788453161666,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.384237226868202,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.42117816999614,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.969383530017659,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.8244630117892693,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.7132037383054226,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.713044493188375,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9978059273439204,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.872309658870596,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.457534150295458,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.369965527852142,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.6571878677931644,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.6810270972023664,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.6658812176385376,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.7874965967717267,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5658537773710033,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.2367314735095087,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.352851309471733,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.4637621387745616,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.6106815005889206,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.67972162671213,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.004336107598866,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.971221633649823,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.2219619368592816,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.1870016502547416,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.0832104405719623,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.32475644328145,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.185478643129267,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.0661274580148103,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.7116316900867257,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.110792084810348,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.7861078895770395,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.3079626750565336,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.4641046096462165,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.347829910667886,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.5129753656159752,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.166218311016831,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.288398954196615,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.2777429748396507,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.765809506800389,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.88504536879027,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.213838342578492,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9416410494417145,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9190339724746512,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.4942408847568336,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.209657621047158,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.605917602830973,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5964568297698825,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.49225100740947,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.6846127725983315,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.6812038875672366,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.3792028721631255,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5469797173834117,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5948180021373126,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.608894072381755,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.531067239873271,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.657270406120223,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.114638907030545,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.1152205284335603,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5946149414288247,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.6753182927063235,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.684696332095597,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5063001951406267,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.423059666041423,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.440703497323818,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.3424976358184195,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.366364157606231,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.250608298366299,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.138592983995595,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.484108994566916,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.5392081717344466,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.6748647861324866,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.2375227167519673,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.3464849720044754,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.4407401890282787,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.162105341769458,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.1069670901869224,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.6041663778549413,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-2.914189785406341,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-2.7554431625632287,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9914339998329558,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.4376283722093914,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.4897514136705667,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-2.822926845087933,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.358293625385347,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.367444490009,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.2829260825073714,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.463981849878118,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.440445693778405,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3267977749908932,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.441068164838316,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3029957446906124,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.2434675561441644,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.2330549433291784,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.384841831011416,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.264899814476603,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.5030123639227084,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.578662536211857,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.318191444611051,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.665937506990064,REDR
